"FileID","Word Num","Normalized","Language","w/n/naw","Element"
    came0001,1,"Ἅγιε",grc,"w","<w xml:id=""came0001-1"" xml:lang=""grc"">Ἅγιε</w>"
            came0001,2,"Σέργι",grc,"w","<w xml:id=""came0001-2"" xml:lang=""grc"">Σέργι</w>"
            came0001,3,"βοήωι",grc,"w","<w xml:id=""came0001-3"" xml:lang=""grc"">βοήωι</w>"
            came0001,4,"Θωμα",grc,"w","<w xml:id=""came0001-4"" xml:lang=""grc"">Θωμα,</w>"
            came0001,5,"ἀμίν",grc,"w","<w xml:id=""came0001-5"" xml:lang=""grc"">ἀμίν</w>"
            goph0001,1,"יעזר",he,"w","<w xml:id=""goph0001-1"" xml:lang=""he"">יעזר</w>"
            goph0001,2,"בר",he,"w","<w xml:id=""goph0001-2"" xml:lang=""he"">בר</w>"
            goph0001,3,"יהוחנן",he,"w","<w xml:id=""goph0001-3"" xml:lang=""he"">יהוחנן</w>"
            goph0001,4,"הסופר",he,"w","<w xml:id=""goph0001-4"" xml:lang=""he"">הסופר</w>"
            goph0001,5,"יעזר",he,"w","<w xml:id=""goph0001-5"" xml:lang=""he"">יעזר</w>"
            goph0001,6,"הסופר",he,"w","<w xml:id=""goph0001-6"" xml:lang=""he"">הסופר</w>"
            hesh0005,1,"Ἀγαπᾶ",grc,"w","<w xml:id=""hesh0005-1"" xml:lang=""grc"">Ἀγαπᾶ</w>"
            hesh0005,2,"Κύριος",grc,"w","<w xml:id=""hesh0005-2"" xml:lang=""grc""><expan><abbr>Κ</abbr><ex>ύριο</ex><abbr>ς</abbr></expan></w>"
            hesh0005,3,"τὰς",grc,"w","<w xml:id=""hesh0005-3"" xml:lang=""grc"">τὰς</w>"
            hesh0005,4,"πύλας",grc,"w","<w xml:id=""hesh0005-4"" xml:lang=""grc"">πύλας</w>"
            hesh0005,5,"Σιὼν",grc,"w","<w xml:id=""hesh0005-5"" xml:lang=""grc"">Σιὼν</w>"
            hesh0005,6,"υἱὼν",grc,"w","<w xml:id=""hesh0005-6"" xml:lang=""grc"">υἱὼν</w>"
            hesh0005,7,"ὑπὲρ",grc,"w","<w xml:id=""hesh0005-7"" xml:lang=""grc""><expan><abbr>ὑπὲ</abbr><ex>ρ</ex></expan></w>"
            hesh0005,8,"πάντα",grc,"w","<w xml:id=""hesh0005-8"" xml:lang=""grc"">πάντα</w>"
            hesh0005,9,"τὰ",grc,"w","<w xml:id=""hesh0005-9"" xml:lang=""grc"">τὰ</w>"
            hesh0005,10,"σκενόματα᾿",grc,"w","<w xml:id=""hesh0005-10"" xml:lang=""grc""><expan><abbr>σκενό</abbr><ex>μ</ex><abbr>ατα᾿</abbr></expan></w>"
            hesh0005,11,"Ιακώβ",grc,"w","<w xml:id=""hesh0005-11"" xml:lang=""grc"">Ιακώβ</w>"
            irbd0001,1,"Θείᾳ",grc,"w","<w xml:id=""irbd0001-1"" xml:lang=""grc"">Θείᾳ</w>"
            irbd0001,2,"χάριτι",grc,"w","<w xml:id=""irbd0001-2"" xml:lang=""grc"">χάριτι</w>"
            irbd0001,3,"ἐπὶ",grc,"w","<w xml:id=""irbd0001-3"" xml:lang=""grc"">ἐπὶ</w>"
            irbd0001,4,"τοῦ",grc,"w","<w xml:id=""irbd0001-4"" xml:lang=""grc"">τοῦ</w>"
            irbd0001,5,"ὁσιωτάτου",grc,"w","<w xml:id=""irbd0001-5"" xml:lang=""grc""><expan><abbr>ὁσ</abbr><ex>ιωτάτου</ex></expan></w>"
            irbd0001,6,"Ἰωάαννου",grc,"w","<w xml:id=""irbd0001-6"" xml:lang=""grc"">Ἰωάαννου</w>"
            irbd0001,7,"ἀρχιεπισκόπου",grc,"w","<w xml:id=""irbd0001-7"" xml:lang=""grc""><expan><abbr>ἀρχιεπισκ</abbr><ex>όπου</ex></expan></w>"
            irbd0001,8,"σπουδῇ",grc,"w","<w xml:id=""irbd0001-8"" xml:lang=""grc"">σπουδῇ</w>"
            irbd0001,9,"Κυριακοῦ",grc,"w","<w xml:id=""irbd0001-9"" xml:lang=""grc"">Κυριακοῦ</w>"
            irbd0001,10,"θεοσεβεστάτου",grc,"w","<w xml:id=""irbd0001-10"" xml:lang=""grc""><expan><abbr>θεοσ</abbr><ex>εβεστάτου</ex></expan></w>"
            irbd0001,11,"πρεσβυτέρου",grc,"w","<w xml:id=""irbd0001-11"" xml:lang=""grc""><expan><abbr>πρε</abbr><ex>σβυτέρου</ex></expan></w>"
            irbd0001,12,"καὶ",grc,"w","<w xml:id=""irbd0001-12"" xml:lang=""grc""><supplied reason=""subaudible"">καὶ</supplied></w>"
            irbd0001,13,"παραμοναρίου",grc,"w","<w xml:id=""irbd0001-13"" xml:lang=""grc""><expan><abbr>παραμο</abbr><ex>ναρίου</ex></expan></w>"
