"FileID","Word Num","Normalized","Language","w/n/naw","Element"
    abil0001,1,"דכיר",arc,"w","<w xml:id=""abil0001-1"" xml:lang=""arc"">דכיר</w>"
            abil0001,2,"לטב",arc,"w","<w xml:id=""abil0001-2"" xml:lang=""arc"">ל<supplied reason=""lost"">טב</supplied></w>"
            abil0001,3,"ברוך",arc,"w","<w xml:id=""abil0001-3"" xml:lang=""arc""><supplied reason=""lost"">ב</supplied>ר<supplied reason=""lost"" cert=""low"">ו</supplied><supplied reason=""lost"">ך</supplied></w>"
            abil0001,4,"סדריי",arc,"w","<w xml:id=""abil0001-4"" xml:lang=""arc""><unclear>סד</unclear>ריי</w>"
            abil0001,5,"דהכה",arc,"w","<w xml:id=""abil0001-5"" xml:lang=""arc"">דהכה</w>"
            abil0001,6,"דאתחזק",arc,"w","<w xml:id=""abil0001-6"" xml:lang=""arc""><supplied reason=""lost"">ד</supplied>אתחזק</w>"
            abil0001,7,"בדין",arc,"w","<w xml:id=""abil0001-7"" xml:lang=""arc""><supplied reason=""lost"">ב</supplied>דין</w>"
            abil0001,8,"תרעה",arc,"w","<w xml:id=""abil0001-8"" xml:lang=""arc"">תרעה</w>"
            abil0001,9,"שלום",arc,"w","<w xml:id=""abil0001-9"" xml:lang=""arc"">שלום</w>"
            anun0001,1,"Ὁ",grc,"w","<w xml:id=""anun0001-1"" xml:lang=""grc"">Ὁ</w>"
            anun0001,2,"εἰσερχόμενος",grc,"w","<w xml:id=""anun0001-2"" xml:lang=""grc"">εἰσερχόμενος</w>"
            anun0001,3,"εὐξάσθω",grc,"w","<w xml:id=""anun0001-3"" xml:lang=""grc"">εὐξάσθω</w>"
            anun0001,4,"ὑπὲρ",grc,"w","<w xml:id=""anun0001-4"" xml:lang=""grc"">ὑπὲρ</w>"
            anun0001,5,"Προβατίου",grc,"w","<w xml:id=""anun0001-5"" xml:lang=""grc"">Προβατίου</w>"
            anun0001,6,"τοῦ",grc,"w","<w xml:id=""anun0001-6"" xml:lang=""grc"">τοῦ</w>"
            anun0001,7,"πρεσβυτέρου",grc,"w","<w xml:id=""anun0001-7"" xml:lang=""grc"">πρεσβυτέρου</w>"
            anun0002,1,"Κύριε",grc,"w","<w xml:id=""anun0002-1"" xml:lang=""grc""><expan><abbr>Κ</abbr><ex>ύρι</ex><abbr>ε</abbr></expan></w>"
            anun0002,2,"μνήσθητι",grc,"w","<w xml:id=""anun0002-2"" xml:lang=""grc"">μνήσθητι</w>"
            anun0002,3,"τῶν",grc,"w","<w xml:id=""anun0002-3"" xml:lang=""grc"">τῶν</w>"
            anun0002,4,"δούλων",grc,"w","<w xml:id=""anun0002-4"" xml:lang=""grc"">δούλων</w>"
            anun0002,5,"σοῦ",grc,"w","<w xml:id=""anun0002-5"" xml:lang=""grc"">σοῦ</w>"
            anun0002,6,"Θαίμωνος",grc,"w","<w xml:id=""anun0002-6"" xml:lang=""grc"">Θαίμωνος</w>"
            anun0002,7,"καὶ",grc,"w","<w xml:id=""anun0002-7"" xml:lang=""grc"">καὶ</w>"
            anun0002,8,"Ἰωάννου",grc,"w","<w xml:id=""anun0002-8"" xml:lang=""grc"">Ἰωάννου</w>"
            anun0002,9,"καὶ",grc,"w","<w xml:id=""anun0002-9"" xml:lang=""grc"">καὶ</w>"
            anun0002,10,"Ἰωάννου",grc,"w","<w xml:id=""anun0002-10"" xml:lang=""grc"">Ἰωάννου</w>"
            anun0002,11,"τῶν",grc,"w","<w xml:id=""anun0002-11"" xml:lang=""grc"">τῶν</w>"
            anun0002,12,"πρεσβυτέρων",grc,"w","<w xml:id=""anun0002-12"" xml:lang=""grc"">πρεσβυτέρων,</w>"
            anun0002,13,"ἀμήν",grc,"w","<w xml:id=""anun0002-13"" xml:lang=""grc"">ἀμήν</w>"
            anun0003,1,"Κύριε",grc,"w","<w xml:id=""anun0003-1"" xml:lang=""grc""><expan><abbr>Κ</abbr><ex>ύρι</ex><abbr>ε</abbr></expan></w>"
            anun0003,2,"μνήσθητι",grc,"w","<w xml:id=""anun0003-2"" xml:lang=""grc"">μνήσθητι</w>"
            anun0003,3,"τοῦ",grc,"w","<w xml:id=""anun0003-3"" xml:lang=""grc"">τοῦ</w>"
            anun0003,4,"διακόνου",grc,"w","<w xml:id=""anun0003-4"" xml:lang=""grc"">διακόνου</w>"
            anun0003,5,"Σαλαωνος",grc,"w","<w xml:id=""anun0003-5"" xml:lang=""grc"">Σαλαωνος</w>"
            anun0003,6,"οἰκονόμου",grc,"w","<w xml:id=""anun0003-6"" xml:lang=""grc""><expan><abbr>οἰκονό</abbr><ex>μου</ex></expan></w>"
            anun0004,1,"Κύριε",grc,"w","<w xml:id=""anun0004-1"" xml:lang=""grc""><expan><abbr>Κ</abbr><ex>ύρι</ex><abbr>ε</abbr></expan></w>"
            anun0004,2,"μνήσθητι",grc,"w","<w xml:id=""anun0004-2"" xml:lang=""grc""><expan><abbr>μνήσ</abbr><ex>θητι</ex></expan></w>"
